asset_code,asset_issuer,cnt
mXLM,GBJ2UX6FU57NEYPQZA5WOKWTSOENIKYJGBQ462LHWEZSAYGFB77FDTHO,85264
TES,GDBUWRMXVT6I75KYJ2ZFHNAR2GWJG3G24XWGISJI2WHNFDX3BP5ECTES,85013
DGM,GDQWRKKXS4WR6SUBERWOZZDS24XCBQMUX3SFMLD7KWBUM7EI3GCBII2L,84936
GIRON,GD2UKQITXUP3KAFY4Z7TIUR2FH5R2UVEJZGYKOJRZRZ2PEEMNDNRXGER,84901
OKEANOS,GCXBYGHAACK65AH24XONQFQHLWYXDEI6A2A5PG33QWZBFU6FPWC44DTR,84834
ECPS,GD6ZLU4I3QOG5YICHBQICXL2SEJDLUSKXHFLEUP36QXBNNMHF3EUEW35,84539
CYBERWHISTLE,GCFP7YKIFROGVC3DDEOVSFDDV3FFM65C7NLQCZKQC6R2GP6X7HNHELON,84386
TPT,GC4EEF32WLRFI7ZU7SKZ4Q7PMITKYAAMZK65AKD2PLI6E5WKYCN7OZCE,84340
eLINE,GB4IF5K5KOOPKR72KNM22WKZR7LJWBHSYISH7LLNAOFQ77IFYSW7LINE,84202
BLUEBERRY,GACPEMUPMJVITLVLUEIBI3YD72XDJ7MBX4BO3QSPWCIYR7M76267CJDK,84097
IXLM,GCUJ4I4KJBWLPY3DYBJWU4UPIDJLN4PIYWQ6DUTG7GHR52PFMFCGEXLM,83701
EKIN,GCSDHUTR6YQZVN7HV3GVJJAHQ2LBYKJJMWCNJYHLB2XSUXLXQPS5IVEJ,83502
SCD,GCM7YIJ2XXZZZXJNKEYCI3SJATY3UCJQ6HA27W5RPWB5EEZE7TDOII6H,83474
CHINA,GDBLTTN6QJ746F7CVJAVD45IJSK2X7PTIU7JTNMQTCMG6R4ZACKUBRIC,83291
ITR,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,82590
DOCS,GAVAD72MKI7CWOR5QIH452SO47N2JQEQO3IMIFUXDS5U6GXLSEGYELAX,82172
VEL0,GDGRKNTDCBSQYZWDFB52A4WEAKE4AAMEGCZSLUCF72PCEATIV7DTVELO,81827
SGB,GDOD3EW7SAJXVJB43R7LDR4FC4MFXES6KJ4YGGFTWSFID3XV6WL5W3LY,81027
PTT,GB6PEZ34A54AO7JK3IR3EWUS6YJGQ2ZKBZVRTY3VEK43XYLLJ566MRNT,79611
eFLOW,GBG4BFUGQZQYMAZ47G3L23UN4BS4SXXABPVULEJURVEVMS5PYBKQELON,79283
KKA,GBN2VWEIX42MMKQSVGGYHZ27LHAUXSHLPGQ6IGAUZDCQZRNR7BIKVPEB,78876
FLYNN,GBQSOHPERDVUN5QKXGUYGMZEE3LX4SEHUDZL7RZQ7YC6W3D7NVSSFLYN,78761
BARICKGOLD,GDUOJNWXB5NPOXP4BGGGFFMRSMGNHPKIVQWUAT5P35MSHONBGINABARK,78323
KAVA,GD4T35DMXYDE7BJWYPUWK43VFJO5IBUQYG2YGMICPTWP4JTNWQELKAVA,78027
DOT,GD5N37F4W76AACJ26JPS3O66QGQTB5QBXGMK2RAUMLDB4V5XOMTWFDOT,77683
Pichu,GDKDKVEYV4TSELBCMNFFR7FAX7CYY6LYOIOR5P2LMB2T5S4N2V5A5IW6,77489
UVG9,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,77455
RBS,GDX7KQ4XYX7ERRW7OFO2CQTAICR4MGCHIKNCNV7GR5MCXILNOPCMVRBS,77341
DONG,GBCLXFLQB5DYDRT7ILYP7KC6HJOCANJLACZCIEMW5CZJIBDFFKAHA4TU,77309
URA,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,76477
BCOPPER,GDCRLTJWHP2WBZSDAABB5UUE5H7ERGMWZR2ISQJTSJURCCZ4NOOKO5BG,76168
XSGB,GDMQHO2PQHZIY7A5DG6K6MZUXI4TTBQNU7OSMMVRM2CZRS4RK7MYZFNE,76067
BLUEBEAM,GC7B3YGQFQN42D7VGNG7P4TTUQ3KLCYME4ASCCJIONDMGRYVLTSIBLUE,76044
PTS,GBPG7KRYC3PTKHBXQGRD3GMZ5DB4C3D553ZN2ZLH57LBAQIULVY46Z5F,75774
ETH,GB3RNZA7QRAQDCY5JYV3RVVUXZPQPREB6IAYKCJTVSGSSEL5UCV3ONGA,75615
TFOSORCIM,GCC2J6OJAAGJ6OMTOI5MIJMNQ2ONCFKCVYISORBBEEXCBGXYCG6ZP5EG,75366
BITT,GBBJERNLLEO5UBK72FYVQ5TIJKBW7RDQS3COEEN67BOSNIKHWXSQBITT,74970
eDAPP,GBCI4LZBRQ2ABMKSEXIHN4FBLQEBFFVPGUVVJRNUIXS6Z7CGX6T4ELON,74395
CRE,GCO3IGH6QJ6LDDZ653AWTM2TBI65D7Q2BURFCGF6JHUPFR7IVNKTMKI7,74113
KTO,GDP3D7YILHCLDFYHRCPK3AC6AXIJQ5FNJVK33KLELMERJXN4FD4F5KTO,74062
REEF,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,73946
ELPPA,GANJZG7S2TZKAQG5VP4ZCCWZYLVAX3YB5QITBMGZTFLOSNTE35ZDPETC,73889
WHITEHATS,GC3B2GD2WVRVQBKUVG6TQWWP6LRZUJF7JPWZGIUAUMH3DTICEZ5RHACK,73803
JGB,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,73429
KOOBECAF,GC36VPQFLYRBRZ34FLOMT72VJGQBMGUMT2QLIT32XOIP4TR34V74D5IH,73377
BOLIDEN,GD2734Z2RXGO3CYNPTANQBUXFV6PQGNBPNMYCWUNKDFACD2W5DAXBDEN,73320
LION,GBUG6ZVD2ZETN5YRZUAWDB2K72MDRVORWDZAN3WMF63JCAQ2RJLYUG3X,72818
FRAS,GC75WHUIMU7LV6WURMCA5GGF2S5FWFOK7K5VLR2WGRKWKZQAJQEBM53M,72478
JPY,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,72098
AREA51,GDUZXK2FIGNQIZLSMEDMKZLPA3CXW3FXEGU2GSVPO6KOR5WVJHHOQUSA,71985
RUPAY,GCBKL3OK4JQVRI44FOY4HW3RGDUWCGICZAM3TK4VXYEQHA3NJRFSGINR,71735
ARABOIL,GD7SVRDPC27NSCZBD4SCZDHY663XJ3XDTKAVSVCQNR6P475UN6X7ARAB,71649
ETFlumens,GA6HZSJ2PPM27RDOOK7BFVMUUNCXHUZNR34GMHX7TW4IDFZFSWA5XVIY,71356
ASTR,GC4FLAFL23VOW55TAILCNDOZSRY6WQMZ2QID55VCSBNFIWNEYLTZZPTR,71073
BLND,GDJEHTBE6ZHUXSWFI642DCGLUOECLHPF3KSXHPXTSTJ7E3JF6MQ5EZYY,70973
JSILVER,GA47R2BKWHOAJSIWYB7O65VNNASITO5EEXDKKFZIFBTMOXITVGNRJAPN,70904
BLACKROCK,GAOXBJNANETDHLEUI7Z3TTE4NW5SEHB7IJHT5LQAWCLFV23UKBN2VLZY,70812
SOUTHAFRICA,GDBLTTN6QJ746F7CVJAVD45IJSK2X7PTIU7JTNMQTCMG6R4ZACKUBRIC,70686
SOL,GA5OSQO4AZ4RNEEF2GHIXOBMXOZ7R6JAIQVQT2U6CGEAAZZPSQNTFSOL,70335
USD1,GCIEGKAZ4ZUM4PEBTDXUMG6N4ZXOTCCK3UMSJCJ33QE5SVMCTTBKCVNY,70074
KINGSTONE,GBRHPY26P3GWH7DSQ3B2AZ2XSEWAXNLCRZ3PSE3WWUICQ4XP4KNOT4IU,69995
GBPC,GDXF6SYWIQOKOZ7BACXHBFBLQZEIH25KOTTLWQK35GO3JKRNIFHHGBPC,69970
AIML,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,69768
USD,GDSRCV5VTM3U7Y3L6DFRP3PEGBNQMGOWSRTGSBWX6Z3H6C7JHRI4XFJP,69691
IBMQuantum,GDXO4C33IEXGF4TE4RRZFCJ2N4RVV65UAGTYHRMFC4KAP4RFD2Q3IBMQ,69595
BROOKFIELD,GCO3IGH6QJ6LDDZ653AWTM2TBI65D7Q2BURFCGF6JHUPFR7IVNKTMKI7,69391
GALILEO,GA7IGR5F43RM5WYDU2U6KTUBOMTPAG7WP3F7NWAQUEGYOLYFI2IZIGAL,68242
FUSD,GBKNIMALTNEG6TP6CSARYF42LXASBNJCW4FG3WHAAO73HK2T7IDMFUSD,68157
GBP,GDYUSPVSYJQAK5M4IBWYIQ3SCO25WWPHAEKZR4CH37KFMN57G4DTBIXP,68144
PLSF,GBGLK2TYZ56MJXE754W6XHJIJO4UVSFRTXDKOCUT6DPY7NCKII7X5POL,68095
BOLGOLD,GAFFVF3VDJ2LPZ6IQIZMN36A57ZIA7P7NS4Q4E5I6TWCZVSUCQP6BOLI,68078
eERNIE,GC64XQKFJV6FEGAJJTNUDRDEYLI3PP74Y5F25RQA7RDZ42VQJ5SYELON,67687
PSILVER,GDJ3XN7FCJDCKTJ4CRDLKW3XF5OUXS6CS6BYCQ7QLNDU7CP6MD7HJPOL,67506
SONY,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,67113
RIPPLE,GBFGY4AOF2BQNKB4NWOP2X2CJH3F2U4AMCWUK2CPVYHPKT3SXMQGXBMT,66787
MARGELET,GA5PB5WXXE4GTJWCDOPJPACFO7KC5IIIOO356XUCP37JPRDHJ2DL4AFI,66764
XTAR,GAORYJ3KBDGIM7FFSKVUJHJ5NEFWIRDIAGGBJBJS7TY6ECZS53257IG4,66475
PLCU,GB2R3CGIW2GZPXTWZFMRNSLYYP7JWKEIC2OFI4CIJPPRI4NYAP34BPOL,66140
ACT,GAHHULDPDVGB5WS5PH7BCGLJ7ZHECDBIIMKB62UPVDUOCHNFL7HX3FS7,65909
XRPWRAPPED,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,65497
UNICORN,GCWQO6O3IA3BADZWBGEHK7HMGGDKPAB4T2GMXAEERH5E4VOT4LIFAOSM,65495
HONDA,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,65456
COMPASSION,GCV7F5DFZQLTKGKDFGDQSMGZEYRON5PSOVC52IBYNMFTX3QYHATTM2PN,65160
BRICSGOLD,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,64930
NASDAQ,GCM7YIJ2XXZZZXJNKEYCI3SJATY3UCJQ6HA27W5RPWB5EEZE7TDOII6H,64461
Cannabis,GAMZ2UUY7WENCGNTNCZMZIWDDVZMYQXDC2UZQ5CF4ELISX6MIEOIAPOF,63333
AURAX,GAH75KLFPTYUGODDM6ETHNZUU2W3VNRPICPGQ5SDZ2KHOUXESA3WSAQ6,62580
TATA,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,62559
KUSAMAX,GBF77RF2P34NBYHQNHXCVG2QD3DYV32WTQ7WQCZWX4OTIP7U6HPTIKP3,62318
yXRP,GCX7WY5JVSBLR2XR54JENDXNVM3OIHZS3RJP5GRTI67W62EQSM7YYXRP,62212
X,GCFZVSI3WFAUGUWHCKYBL2LA672AXEPSPUGLFSZ7TPQCF4SYOHDXYZXZ,62077
RESF,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,62072
UCD,GD4MR4NAY4HZKQ2NKNVCGHOQR6AXFSWNXSC6D4FPUMPU7MCUO4Y6AXQF,61887
SFMNP,GD5JCBDDLTWCF5RK4Q6QINCZ3ASNJWA2QYFTMB3NS2BOYDQV7Q3OC63I,61738
PCOAL,GCAW6J4WEJVZMHAWRRNSRWOG42YQJ444TSU2CKZF7RWK3FREILGJ7POL,61577
GOLD,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,61554
TRX,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,61421
STARLINK,GBFGY4AOF2BQNKB4NWOP2X2CJH3F2U4AMCWUK2CPVYHPKT3SXMQGXBMT,61406
PEPE,GBY7MWXA5EJOBDX2BXVNXINGIHNMFTQAJEBI7MS72FTCQTTXL55IPEPE,61110
MITSUBISHI,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,61058
USDA,GANCHORKQEZ46AFTJLEVTA5MCE432MSR5VMVQBWW3LAUYGTBFTKGKTJF,60872
SCORPIUS,GCTMHQDIXYCVDLRU53YB3HX7FBFYF4HVQPAD66QWF55UGSE42UNKMFB2,60635
BTCVAULT,GD2ICIFLBNBPULJ5JVEHTSFCR55KWDDTGFS2ORON3MCFFJ6UPKKYVOTK,60507
MICROSOFT,GALISASBBC6TJUMOXXI3JKBZDAGA72RJYXXS5K5ZUFSQXW7NAJQMSOFT,60361
EMAR,GC5EPD6P4ZOAAG64WJS3RUVVI6YGRPKR2BRN3J6KDYOE234I3A4YXR6W,60306
PHLGOLD,GAL2CR6YDK7MQQP2NBA4YJIAMI4G3U762VHPQL4HW2JNQS5JGEVU7PHI,60212
CBANK,GCXZGDMYO72YMFDE6SDV4RQFRRBPKDEZIVEIFFIBUHCSJHWQC44XOCAR,60025
oprx,GAFHND2BYMSR63LEZS4TYZV5MS5B3S42OFCUDNLYRG3NDWMSWG6XY4OT,60019
PAMP,GDQSKB25T24N62MHTJGB5ONRURVWEDMZBOGII7B57RZ77CU5CLMWKTR6,59815
LBRGOLD,GATLYDFQYYMJ3N4WDCSJJH4QK7PXWP7M5APJS6VQDEXKU5BWFFKCMTLI,59796
RIPPLE,GBOGBKAHMXIGYHA5JRPOILGM37SJLQ52DISXCKJECAVKOZQ3OQ3J47RO,59750
JPMC,GCAFMPTDKO525DQ54S3B6FVIKYR6PFX5CHO6LPCEQEIHK6XFK2XEQMZ4,59690
EGYPTGOLD,GBFR4WXZCKZ7GP6GQXVXERWE5EYQZ7XPJZE3POZVZEX4LI7JJQ2B6PAY,59481
XAU,GDQSKB25T24N62MHTJGB5ONRURVWEDMZBOGII7B57RZ77CU5CLMWKTR6,59093
FAKENEWS,GDG3I4SSTQRP73T4IDYCVOYNBIUHD2MPBZNJORNU2P6KVCVO2E6EAOQH,59038
NOK,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,59034
JCTR,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,58983
GTFTA,GA2EMJTRDZDNLWPUYHYEFUYQMQXIJT6TOWQAXQGP24CO74VSMG6IH7CW,58947
BRICS,GDYVHT6CE3RTYY73NL7SJV4M25WP57WYCTJK6MDNRPD6VNPVERICESK3,58808
AURUM,GDTGWHQBFGWG7ULGX7Z7J6TGVWKEPGKSUA5X74GS3FYHFTIZR4I4AURM,58592
ACU,GCXEGWRBTNC7ZVMM7SHQDBA75XPLBU4WPN6PGTD3YTUQHU7RU4W4MYBC,58556
ZUSD,GDF6VOEGRWLOZ64PQQGKD2IYWA22RLT37GJKS2EJXZHT2VLAGWLC5TOB,58185
ODIN,GDWROKOQVQTAHEFJADLRSWN5CMGK7FHWTLXQCRHOLPRPAGQD7AURPROJ,58089
IBM,GAEKCEF6ERJYCHZGQZQXKDADGJ6OTVRCWSBPHGATFXWO2BM5JIE73Z2C,57954
BABYDOGE,GAMEZFPY4SKD7O6TXF33MCDUBV2UMK3E263XAVA6YRNZJG7EAPBXUUHB,57868
SGRE,GDNUSUAPQ6RKOEXWUQFVLK2BBWHZYXFDQAZVNZKTGQWI7NYIL4IRWQPB,57844
BTT,GDBL3NVCPXTBN2SNSALTKKM5IT4B747ODGED2HQ7EXMCUHVCLAMY2Q3B,57809
ELONT,GD3VPDXGUPGXC4DSTZREYJMDNSQRSHAMR3PDGCOR5RZT74R5GHKIEBE3,57569
BTC,GB3RNZA7QRAQDCY5JYV3RVVUXZPQPREB6IAYKCJTVSGSSEL5UCV3ONGA,57518
SEBA,GDOD3EW7SAJXVJB43R7LDR4FC4MFXES6KJ4YGGFTWSFID3XV6WL5W3LY,57365
QLUMEN,GARAVAA4B373JSRQA3VKPL2KMGNO6GUCYS2CVFPRD2PJJ2N36ONAP5UI,57208
ALUMINIUM,GCVFADXMBLGBBHF3DMRSFR4PZKBIOKTYAKEDUJSU2VYPYGZJYZQ4VENE,57136
SRA,GCM7YIJ2XXZZZXJNKEYCI3SJATY3UCJQ6HA27W5RPWB5EEZE7TDOII6H,57015
XRPBANK001,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,56963
SOFTBANK,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,56786
SLVR,GDNZGUBPVDU57BIBBDMPF7YWPTWFM52E3GVTFUR5DTYGMCVEIG3HD3UT,56767
CITADEL,GCDXI3WXRLI7C3LLJZ4TVQ2AN7GO5QQTGF4OCIBOMPJO5MXNAGXPJXK7,56276
GEMSTONE,GCWQO6O3IA3BADZWBGEHK7HMGGDKPAB4T2GMXAEERH5E4VOT4LIFAOSM,55839
FKOIL,GDUZXK2FIGNQIZLSMEDMKZLPA3CXW3FXEGU2GSVPO6KOR5WVJHHOQUSA,55560
REVIVALGOLD,GAWIJPAHEI7LBOLHNNXNDUIMRTVGDE6HSD3N6GD3WECCBKLE4OBQREVI,55428
ZIM,GB3TORQPESHPJO4R62VV43ROKEFTFGLES4FF4JSJMFP7X7FU6HQ2SBSI,55360
R3,GCTDYFFN5JIXGHW2Y5L6WLBMIKE3MYWMUJV3U2FY27WYR6IVXQIAUCR3,55051
NATIXIS,GBE4LP3GI65S7W4G7YEN66RCLS5X663MWX62WZ6TI5U5WE2ZK77INATX,55034
SPIAEUROPE,GCB2ZFXJNR6FQS6YSVNUY3JA4HGU3GDFILRDHBL5RYY4QF5RQ4PJSPIA,55005
XCORP,GB2NBRD72S23VSQFESAVYBYSVC4GHNWG4BPB4MLJWEWR4ZXNWVMZIZ2E,54841
TINYBAR,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,54688
LOVE,GBWA36BSKL3YRFNRE4NZOGWSPBJGVHR5YJBEUX6NJRBKSMHE2ZZ5QHWX,54687
EMC,GCDXI3WXRLI7C3LLJZ4TVQ2AN7GO5QQTGF4OCIBOMPJO5MXNAGXPJXK7,54657
BAB,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,54596
KRX,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,54554
EMAAR,GAPNJVEAEBVC237BBE7FUMZWQDNCLZJBK3EJOO22DC7P2PQUFLYHMVDB,54291
METLIFE,GA6FCUFUG5D2YX2PP5WPGAZAY5ISX37W4D33NRGM5I6JVBU2RPNYIMET,54159
DBS,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,53911
ZIM,GAC6IYY44RVAM5ICE6AJ675G6RMIQUPHKEVHQJ4SUFC43UWT4SHCGJZC,53829
TESLA,GBFGY4AOF2BQNKB4NWOP2X2CJH3F2U4AMCWUK2CPVYHPKT3SXMQGXBMT,53810
eMINING,GC6LSXVDNBZUFVPZOEIIT3IZRDPHDZZBKQEY2HD74V2PKGYBOJ4SELON,53596
AIG,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,53546
NSRGY,GCSBL6566DOZH2Q5MIHWRAFBBUUKQCYY6GNEQ55BQKQYHY75JZXJYEKL,53406
RRB,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,53388
trumpcoin,GCJS6UOIAKXDPH3ODHXWP7BTNMYT4LJP246ZEF2DS5SITK4TQX5PVM64,52858
FIDA,GAR55SCSRGWRCWRW6HZXT57M4TBK7EYKICA3ISYK5B3Y3BTPSHA5XLR5,52853
DOCK,GAR55SCSRGWRCWRW6HZXT57M4TBK7EYKICA3ISYK5B3Y3BTPSHA5XLR5,52851
DERI,GAR55SCSRGWRCWRW6HZXT57M4TBK7EYKICA3ISYK5B3Y3BTPSHA5XLR5,52842
DYDX,GAR55SCSRGWRCWRW6HZXT57M4TBK7EYKICA3ISYK5B3Y3BTPSHA5XLR5,52840
XBUL,GDMQHO2PQHZIY7A5DG6K6MZUXI4TTBQNU7OSMMVRM2CZRS4RK7MYZFNE,52777
BCH,GB3RNZA7QRAQDCY5JYV3RVVUXZPQPREB6IAYKCJTVSGSSEL5UCV3ONGA,52671
CHEVRON,GAKRSCYI36DT5R6C4CRB5EGAGBWR3VNFM57NKDUI7HDKMA7BLX5QQUSA,52656
ePOOL,GBXG5KFLCB4D536GNNFDEHAV7SF7I7EHTWXJDW744XRFMQCQ7ZS235HZ,52609
DOA,GABGH2QFFEPUVN4BFC5BX2EOKHWS2RTQWS5OJ5B4EF4WMAWPSMI75A5E,52585
JM5U,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,52489
SGB,GCLPMW3OR2Y3ZYPAOO7VVIXXVBTNOPDGNDFV3YYW2HBJBDGXRCUXPROJ,52217
NTRN,GB7TLE2GGU5WJTZGPPDRFZC4MIJCE2F5B37AD7S6TP7ZTIIMD52DUJXP,52008
CBNX,GA6ZAQGLDUEODDUUD3UD6PUFJYABWQA26SG5RK6E6CZ6OMD6AZKK5QNF,51951
YAMAHA,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,51694
ALROSA,GC2PDUUX4IAEMVLTOP5L3KT5TCUFW22SQAF47X5CWCBX2PRGYW3OEALR,51645
FCX,GASPJ5VBR2JGEJF35TYN4DTOEYKIFASVR5IHOS4VL4M5D4H3DIMTFCHN,51627
Propel,GAQ66FKC4YLWZEA2TWMKFB5I44ICSPOHEULJB7BLIOCGPDYEFSUZIORO,51537
CRORE,GCBKL3OK4JQVRI44FOY4HW3RGDUWCGICZAM3TK4VXYEQHA3NJRFSGINR,51012
ACCENTURE,GAZSJVV5WC4XTMJTYHOHLV47IDE376RLCKFUBPOLO532XLVI7NSYJURA,51006
DAX,GBMN35UTEI3JX37IOVUKO53OWDNN3CQV5YP4YYR2Z4PQXHMMZPCCAZQR,50936
SPX,GBMN35UTEI3JX37IOVUKO53OWDNN3CQV5YP4YYR2Z4PQXHMMZPCCAZQR,50844
INDUSXRP,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,50842
DBlue,GAFSHAH3H3BGOBWW4YQAKLYIK7BVWX6THCVXYCKJU7WWVDFHM4IHAOQZ,50715
BRICSSILVER,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,50713
AIB,GDYOQ4KP3T7YBQOWVCGO6NJLGTTXIAJBVCDTQIPKEYG7MVGIJTSZBAIB,50621
JMF,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,50621
DRAGON,GDFPNTBISY362O5HFYPOVCHBLHPUS5DMRHQA45UNZYTSX2YYIWB5CLT2,50613
KES,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,50519
ETH2,GATCNGUL3ZIYYBXCDJBHGWPXBQQVUGTQYOV333Q3VGEVJHL6NILJETH2,50330
AnonInu,GBNWZJVUH6WMVARBF3DGAH6CSNQK5DEVQSZI5NY4R5JMTPRIE5J56CR6,50292
NWC,GAAPUOQWOZAG3PENRN7FEPYWXVGJBJVBL6EUE2ZHN5TSY7WBXQDO7AY2,49644
BTC,GBWCFQGDIUJ35X3VTUDB2LHCJFIPZJGDE3XOGMKPWA2D3EZPL2LBNBTC,49130
NISSAN,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,49119
DEPO,GC7J3ZOQ4GG4QKS57JQOQQWAP636GCO6JFL5HTJRVNRWILAAM6BDSKLX,49041
ASCe,GABQLADWBLQ2422KCJ3LZMXRUV4FSYOXXU2YJVMGHDXDA6HK6TLNEMKO,48809
ETH,GBSTRH4QOTWNSVA6E4HFERETX4ZLSR3CIUBLK7AXYII277PFJC4BBYOG,48783
GDEF,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,48736
TSLA,GDY7LCU3O5N2OLQNXEZ7RD53QJMHAB3FFJBGKJ65YK4D43EMJKP45BMU,48666
QGOLD,GB4BHBKCGPYUY6WQBSITHEVMGEEEOH5M45ZY4ECAXPVCD66KY3VNDOQS,48465
BRICSUSA,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,48439
GBNB,GC5EPD6P4ZOAAG64WJS3RUVVI6YGRPKR2BRN3J6KDYOE234I3A4YXR6W,48241
FGB,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,48195
RR,GDLY2XNU57EQKYXK4XLN7N7ZKHH62FXYQZ2UPUJ6YD75AZYLUUO5QLST,48160
SVC,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM,48107
INDUSXLM,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,47710
ITER,GANYEAIS5CRQKGZD4MTQRCZYCHLPHFBLM55V2Z2E6ON3WX6BOSPF2F5X,47673
SBI,GDEZY27MC7O7STHNLK3ROCN4BI6XTBDJEBJR6LPMVQ2NNNGGPECJPROJ,47389
SHIB,GDRZJYGJBQUFE2NWSUR3ARYD4JKU24RXRVKB3YEBOSROH3QON26M3HRU,47381
OV,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,46966
MCB,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,46774
MDABRL,GBWCFNLDXJ7424HPJJZRXBRIJ2UNEQ5DJIKJ46TPC5DLHFIEH6VX4L4K,46497
BSV,GDD5DJFSCURRSLU6KPBCSPQ5ERMDPRWKJ7QYFB6XJ3TMPFBPYM2NJJ35,46301
JDE,GB7TLE2GGU5WJTZGPPDRFZC4MIJCE2F5B37AD7S6TP7ZTIIMD52DUJXP,46201
SUNGOLD,GBTE3LLFWJTA333VAJLXG4UM54XHOP4I63U4CKVQV3VCA7KHUU35PJHE,46170
OMG,GBDEVU63Y6NTHJQQZIKVTC23NWLQVP3WJ2RI2OTSJTNYOIGICST6DUXR,46083
NEURAL,GDWPLDNL6LPRCICPDVXG7BQCT2JPO6R3QD7HOHQSG47TLQU33M2KNEUR,46007
XRP,GA4ZONZXVJADEB5PBNRBR7FKIITUNJQ44AAFCLPWDEI2R6P4IGXRADOD,45979
UBH,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,45976
GRN,GAPS3RG2MEB2APTUCFVRLZCD4AMBBHGVMAT5KM7CJR3IR6LMQM2GL3YZ,45955
